nombre de la enfermedad,breve descripciÃ³n,tratamiento,,hombre,mujer,obesidad,sobrepeso,peso normal,desnutricion,acidez,acidez persistente,alteraciones visuales,alucinaciones,anemia,apatÃ­a,ascitis,asintomÃ¡tica en la mayorÃ­a de los casos,aumento de la frecuencia urinaria,aumento de peso,aumento de sed y hambre,aura visual,ausencia de evacuaciones,bulto en el cuello,cambios de humor,cambios en el apetito,cambios en el ciclo menstrual,cambios en el hÃ¡bito intestinal,cambios en la piel del pezÃ³n,cicatrices,cicatrizaciÃ³n lenta,confusiÃ³n,confusiÃ³n post-crisis,congestiÃ³n nasal,conjuntivitis,convulsiones,debilidad,debilidad en un lado del cuerpo,debilidad muscular,delirios,depresiÃ³n,diarrea con sangre,diarrea crÃ³nica,diarrea o estreÃ±imiento,dificultad para comunicarse,dificultad para concentrarse,dificultad para dormir,dificultad para hablar,dificultad para orinar,dificultad para respirar,dificultad para respirar en casos graves,dificultad para tragar,dificultad respiratoria,dificultades cognitivas,disminuciÃ³n de la movilidad,disminuciÃ³n del volumen de orina,distensiÃ³n abdominal,dolor,dolor abdominal,dolor abdominal despuÃ©s de comer,dolor abdominal intenso,dolor abdominal intermitente,dolor abdominal que mejora al comer,dolor abdominal severo,dolor al masticar o tragar,dolor al orinar,dolor anal,dolor articular,dolor de cabeza,dolor de cabeza intenso,dolor de cabeza pulsÃ¡til,dolor de cabeza severo,dolor de garganta,dolor detrÃ¡s de los ojos,dolor e inflamaciÃ³n en las articulaciones,dolor en articulaciones,dolor en el lado izquierdo del abdomen,dolor en el pecho,dolor en la mama,dolor en la parte baja del abdomen,dolor en la parte superior derecha del abdomen,dolor en la pelvis o espalda baja,dolor en las piernas,dolor en las piernas al caminar,dolor muscular,dolor muscular crÃ³nico,dolor muscular y articular,dolor muscular y en articulaciones,dolor o ardor al orinar,dolor ocular,dolor punzante en la zona afectada,dolor pÃ©lvico,dolor torÃ¡cico,dolor Ã³seo,engrosamiento de la piel en Ã¡reas afectadas,enrojecimiento,enrojecimiento ocular,erupciones con ampollas,erupciones rojas,erupciÃ³n cutÃ¡nea,erupciÃ³n rosada,escalofrÃ­os,espinillas,estornudos,falta de concentraciÃ³n,fatiga,fatiga diurna,fatiga extrema,fatiga persistente,fiebre,fiebre alta,fiebre alta o hipotermia,fiebre baja,fiebre en casos graves,fiebre intermitente,fiebre leve,fiebre nocturna,fiebre persistente,fracturas frecuentes,gases,generalmente asintomÃ¡tica,grietas en la piel,heces negras o con sangre,hinchazÃ³n,hinchazÃ³n articular,hinchazÃ³n en articulaciones,hinchazÃ³n en piernas y pies,hipertensiÃ³n,ictericia,infecciones recurrentes,inflamaciÃ³n,inflamaciÃ³n de ganglios,inflamaciÃ³n de glÃ¡ndulas salivales,inflamaciÃ³n en la piel,inflamaciÃ³n en la zona afectada,inquietud,insomnio,insomnio o sueÃ±o excesivo,intolerancia al frÃ­o,irritabilidad,lagrimeo,lentitud en movimientos,lesiones cutÃ¡neas con escamas,malestar general,manchas en la visiÃ³n,mareos,mareos intensos,masa en la mama,mayor riesgo de enfermedades cardiovasculares,micciÃ³n frecuente,moretones o sangrados frecuentes,movimientos involuntarios,nerviosismo,niveles altos de triglicÃ©ridos,nÃ¡useas,obesidad abdominal,opresiÃ³n en el pecho,orina con sangre,orina oscura,orina turbia o con mal olor,palidez,palpitaciones,parches rojos con escamas plateadas,pensamiento desorganizado,pero puede haber sangrado rectal o cambios en las heces,pero puede provocar acumulaciÃ³n de placas en las arterias,picazÃ³n,picazÃ³n intensa,picazÃ³n severa,piel seca,piel seca y escamosa,postura encorvada,presiÃ³n arterial alta,presiÃ³n arterial baja,problemas de coordinaciÃ³n,problemas de equilibrio,problemas de memoria y concentraciÃ³n,producciÃ³n excesiva de flema,puntos negros,pÃ©rdida de altura,pÃ©rdida de apetito,pÃ©rdida de conciencia,pÃ©rdida de interÃ©s en actividades,pÃ©rdida de memoria,pÃ©rdida de peso,pÃ©rdida de peso inexplicada,pÃ©rdida de visiÃ³n,pÃ©rdida de visiÃ³n nocturna,pÃ©rdida del olfato y gusto,pÃ©rdida gradual de la visiÃ³n perifÃ©rica,pÃ©rdida repentina de fuerza en un lado del cuerpo,regurgitaciÃ³n Ã¡cida,resistencia a la insulina,rigidez en el cuello,rigidez matutina,rigidez muscular,ronquera,sangrado,sangrado digestivo,sangrado vaginal anormal,sangre en la orina,sangre en las heces,secreciÃ³n,secreciÃ³n anormal,secreciÃ³n nasal acuosa,sensaciÃ³n de ardor en el estÃ³mago,sensaciÃ³n de masa en el ano,sensaciÃ³n de pesadez,sensaciÃ³n de plenitud temprana,sensibilidad a la luz,sensibilidad a la luz y al sonido,sensibilidad en la zona afectada,sensibilidad extrema,sensibilidad extrema al tacto,sibilancias,silbidos al respirar,sudoraciÃ³n,sudoraciÃ³n excesiva,sudoraciÃ³n frÃ­a,sudores nocturnos,taquicardia,temblores,tos,tos con expectoraciÃ³n,tos con flema,tos crÃ³nica,tos persistente,tos seca,trastornos del sueÃ±o,tristeza constante,urgencia fecal,urgencia urinaria,uÃ±as engrosadas,venas visibles,visiÃ³n borrosa,vÃ³mito con sangre,vÃ³mitos,Ãºlceras en los pies
MigraÃ±a CrÃ³nica,Trastorno neurolÃ³gico con episodios frecuentes de dolor de cabeza severo y sÃ­ntomas neurolÃ³gicos.,"AnalgÃ©sicos, triptanos, bloqueadores beta, control de factores desencadenantes.",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AcnÃ©,AfecciÃ³n cutÃ¡nea comÃºn causada por obstrucciÃ³n de los folÃ­culos pilosos y sobreproducciÃ³n de sebo.,"Retinoides tÃ³picos, antibiÃ³ticos, isotretinoÃ­na en casos graves.",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psoriasis,Enfermedad autoinmune crÃ³nica que provoca inflamaciÃ³n y descamaciÃ³n de la piel.,"Corticosteroides tÃ³picos, fototerapia, inmunosupresores en casos severos.",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
EPOC CrÃ³nica,Enfermedad pulmonar obstructiva crÃ³nica que provoca dificultad respiratoria progresiva.,"Broncodilatadores, corticosteroides inhalados, oxigenoterapia en casos avanzados.",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Enfermedad de Alzheimer,Enfermedad neurodegenerativa que causa deterioro progresivo de la memoria y funciÃ³n cognitiva.,"Inhibidores de la colinesterasa, terapia cognitiva, manejo de sÃ­ntomas.",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enfermedad de Parkinson,Trastorno neurodegenerativo que afecta el movimiento y el control muscular.,"Levodopa, fisioterapia, estimulaciÃ³n cerebral profunda en casos avanzados.",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epilepsia,Trastorno neurolÃ³gico caracterizado por crisis convulsivas recurrentes.,"AntiepilÃ©pticos, cirugÃ­a en casos resistentes, evitar desencadenantes.",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cirrosis,Enfermedad hepÃ¡tica crÃ³nica con daÃ±o progresivo del hÃ­gado y formaciÃ³n de tejido cicatricial.,"Evitar alcohol, medicamentos para reducir la presiÃ³n portal, trasplante hepÃ¡tico en casos severos.",,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pancreatitis,"InflamaciÃ³n del pÃ¡ncreas, generalmente causada por cÃ¡lculos biliares o consumo excesivo de alcohol.","Ayuno, lÃ­quidos intravenosos, analgesia, manejo de la causa subyacente.",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Colecistitis,"InflamaciÃ³n de la vesÃ­cula biliar, generalmente causada por cÃ¡lculos biliares.","AntibiÃ³ticos, cirugÃ­a (colecistectomÃ­a) en casos severos.",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Artritis PsoriÃ¡sica,"Enfermedad autoinmune que afecta las articulaciones y la piel, relacionada con la psoriasis.","Antiinflamatorios (AINEs), FAMEs, terapia biolÃ³gica, fisioterapia.",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lupus,Enfermedad autoinmune crÃ³nica que afecta mÃºltiples Ã³rganos y tejidos del cuerpo.,"Corticosteroides, inmunosupresores, AINEs, terapia biolÃ³gica.",,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esclerosis MÃºltiple,Trastorno neurolÃ³gico autoinmune que afecta la mielina del sistema nervioso central.,"FÃ¡rmacos inmunomoduladores, fisioterapia, manejo de sÃ­ntomas.",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fibromialgia,Trastorno crÃ³nico caracterizado por dolor generalizado y sensibilidad en mÃºltiples puntos del cuerpo.,"AnalgÃ©sicos, antidepresivos, terapia fÃ­sica, ejercicios suaves.",,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SÃ­ndrome de Fatiga CrÃ³nica,Trastorno caracterizado por fatiga extrema que no mejora con el descanso.,"Manejo de sÃ­ntomas con terapia cognitivo-conductual, ejercicios suaves, fÃ¡rmacos segÃºn necesidad.",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enfermedad Pulmonar Intersticial,Grupo de enfermedades que provocan inflamaciÃ³n y cicatrizaciÃ³n del tejido pulmonar.,"Corticosteroides, inmunosupresores, oxigenoterapia.",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Enfermedad de Crohn,Enfermedad inflamatoria intestinal que afecta cualquier parte del tracto digestivo.,"Corticosteroides, inmunosupresores, dieta controlada, cirugÃ­a en casos graves.",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colitis Ulcerosa,Enfermedad inflamatoria crÃ³nica del colon y el recto.,"Antiinflamatorios, inmunosupresores, cambios en la dieta.",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hemorroides,Venas inflamadas en la zona del recto y ano que pueden causar dolor y sangrado.,"Cremas antiinflamatorias, cambios en la dieta, cirugÃ­a en casos graves.",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InfecciÃ³n por H. pylori,InfecciÃ³n bacteriana en el estÃ³mago que puede causar Ãºlceras gÃ¡stricas y duodenales.,AntibiÃ³ticos combinados con inhibidores de la bomba de protones.,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
